NO,나이,이직여부,출장빈도,일급여,부서,출근거리,학력수준,전공,직원수,고유번호,환경만족도,성별,시급,직무참여도,직급,직무,직무만족도,결혼여부,월급,월급여총액,근무회사수,18세이상,초과근무여부,급여인상비율,성과평가등급,동료관계만족도,표준근무시간,주식옵션수준,근무연수,교육횟수,워라밸만족도,회사근무기간,현재역할근무기간,승진경과기간,현재관리자와근무기간,이름
861,18,Y,많음,1306,판매,5,3,마케팅,1,614,2,남자,69,3,1,영업 담당자,2,미혼,1878,8059,1,Y,Y,14,3,4,80,0,0,3,3,0,0,0,0,김재하
862,40,N,없음,1094,판매,28,3,기타,1,615,3,남자,58,1,3,영업사원,1,이혼,10932,11373,3,Y,N,15,3,3,80,1,20,2,3,1,0,0,1,김용기
863,26,N,적음,775,판매,29,2,의학,1,618,1,남자,45,3,2,영업사원,3,이혼,4306,4267,5,Y,N,12,3,1,80,2,8,5,3,0,0,0,0,어정준
864,34,N,적음,258,판매,21,4,생명과학,1,621,4,남자,74,4,2,영업사원,4,미혼,5337,19921,1,Y,N,12,3,4,80,0,10,3,3,10,7,5,7,진재하
865,26,Y,적음,471,연구개발,24,3,기술학위,1,622,3,남자,66,1,1,연구원,4,미혼,2340,23213,1,Y,Y,18,3,2,80,0,1,3,1,1,0,0,0,조정하
866,37,N,없음,142,판매,9,4,의학,1,626,1,남자,69,3,3,영업사원,2,이혼,8834,24666,1,Y,N,13,3,4,80,1,9,6,3,9,5,7,7,권영성
867,52,N,적음,956,연구개발,6,2,기술학위,1,630,4,남자,78,3,2,분석가,1,이혼,5577,22087,3,Y,Y,12,3,2,80,2,18,3,3,10,9,6,9,오혀우
868,32,Y,없음,1474,판매,11,4,기타,1,631,4,남자,60,4,2,영업사원,3,결혼,4707,23914,8,Y,N,12,3,4,80,0,6,2,3,4,2,1,2,최명규
869,24,N,많음,535,판매,24,3,의학,1,632,4,남자,38,3,1,영업 담당자,4,결혼,2400,5530,0,Y,N,13,3,3,80,2,3,3,3,2,2,2,1,채영하
870,49,N,적음,1245,연구개발,18,4,생명과학,1,638,4,남자,58,2,5,연구 디렉터,3,이혼,19502,2125,1,Y,Y,17,3,3,80,1,31,5,3,31,9,0,9,임혀주
871,24,N,적음,691,연구개발,23,3,의학,1,639,2,남자,89,4,1,분석가,4,결혼,2725,21630,1,Y,Y,11,3,2,80,2,6,3,3,6,5,1,4,이벙창
872,26,N,적음,703,판매,28,2,마케팅,1,641,1,남자,66,3,2,영업사원,2,결혼,6272,7428,1,Y,N,20,4,4,80,2,6,5,4,5,3,1,4,박상숙
873,24,N,적음,823,연구개발,17,2,기타,1,643,4,남자,94,2,1,연구원,2,결혼,2127,9100,1,Y,N,21,4,4,80,1,1,2,3,1,0,0,0,백요찬
874,50,N,많음,1246,인적자원,3,3,의학,1,644,1,남자,99,3,5,매니저,2,결혼,18200,7999,1,Y,N,11,3,3,80,1,32,2,3,32,5,10,7,김겅재
875,25,N,적음,622,판매,13,1,의학,1,645,2,남자,40,3,1,영업 담당자,3,결혼,2096,26376,1,Y,N,11,3,3,80,0,7,1,3,7,4,0,6,안재미
876,30,Y,많음,448,판매,12,4,생명과학,1,648,2,남자,74,2,1,영업 담당자,1,결혼,2033,14470,1,Y,N,18,3,3,80,1,1,2,4,1,0,0,0,이재균
877,34,N,적음,254,연구개발,1,2,생명과학,1,649,2,남자,83,2,1,분석가,4,결혼,3622,22794,1,Y,Y,13,3,4,80,1,6,3,3,6,5,1,3,김종운
878,31,Y,적음,1365,판매,13,4,의학,1,650,2,남자,46,3,2,영업사원,1,이혼,4233,11512,2,Y,N,17,3,3,80,0,9,2,1,3,1,1,2,전덩기
879,35,N,적음,538,연구개발,25,2,기타,1,652,1,남자,54,2,2,연구원,4,미혼,3681,14004,4,Y,N,14,3,4,80,0,9,3,3,3,2,0,2,함혀윤
880,31,N,적음,525,판매,6,4,의학,1,653,1,남자,66,4,2,영업사원,4,이혼,5460,6219,4,Y,N,22,4,4,80,2,13,4,4,7,7,5,7,강동이
881,37,N,적음,558,판매,2,3,마케팅,1,656,4,남자,75,3,2,영업사원,3,결혼,9602,3010,4,Y,Y,11,3,3,80,1,17,3,2,3,0,1,0,이승미
882,43,N,적음,782,연구개발,6,4,기타,1,661,2,남자,50,2,4,연구 디렉터,4,이혼,16627,2671,4,Y,Y,14,3,3,80,1,21,3,2,1,0,0,0,송주성
883,43,N,많음,1001,연구개발,9,5,의학,1,663,4,남자,72,3,2,연구원,3,이혼,5679,19627,3,Y,Y,13,3,2,80,1,10,3,3,8,7,4,7,박성규
884,27,Y,적음,1420,판매,2,1,마케팅,1,667,3,남자,85,3,1,영업 담당자,1,이혼,3041,16346,0,Y,N,11,3,2,80,1,5,3,3,4,3,0,2,이완원
885,21,N,적음,1343,판매,22,1,기술학위,1,669,3,남자,49,3,1,영업 담당자,3,미혼,3447,24444,1,Y,N,11,3,3,80,0,3,2,3,3,2,1,2,최춘석
886,44,N,적음,1315,연구개발,3,4,기타,1,671,4,남자,35,3,5,매니저,4,결혼,19513,9358,4,Y,Y,12,3,1,80,1,26,2,4,2,2,0,1,손승균
887,22,N,적음,604,연구개발,6,1,의학,1,675,1,남자,69,3,1,분석가,3,결혼,2773,12145,0,Y,N,20,4,4,80,0,3,3,3,2,2,2,2,박기하
888,33,N,적음,1216,판매,8,4,마케팅,1,677,3,남자,39,3,2,영업사원,3,이혼,7104,20431,0,Y,N,12,3,4,80,0,6,3,3,5,0,1,2,강동석
889,34,N,적음,1397,연구개발,1,5,생명과학,1,683,2,남자,42,3,1,분석가,4,결혼,2691,7660,1,Y,N,12,3,4,80,1,10,4,2,10,9,8,8,정존유
890,37,N,적음,482,연구개발,3,3,기타,1,689,3,남자,36,3,3,제조 디렉터,3,결혼,9434,9606,1,Y,N,15,3,3,80,1,10,2,3,10,7,7,8,이순이
891,35,N,적음,1017,연구개발,6,4,생명과학,1,691,2,남자,82,1,2,분석가,4,미혼,6646,19368,1,Y,N,13,3,2,80,0,17,3,3,17,11,11,8,신희하
892,33,N,많음,1296,연구개발,6,3,생명과학,1,692,3,남자,30,3,2,의료 담당자,4,이혼,7725,5335,3,Y,N,23,4,3,80,1,15,2,1,13,11,4,7,김명하
893,54,N,적음,397,인적자원,19,4,의학,1,698,3,남자,88,3,3,인적자원,2,결혼,10725,6729,2,Y,N,15,3,3,80,1,16,1,4,9,7,7,1,김주사
894,36,N,적음,913,연구개발,9,2,의학,1,699,2,남자,48,2,2,제조 디렉터,2,이혼,8847,13934,2,Y,Y,11,3,3,80,1,13,2,3,3,2,0,2,강용하
895,27,N,적음,1115,연구개발,3,4,의학,1,700,1,남자,54,2,1,분석가,4,미혼,2045,15174,0,Y,N,13,3,4,80,0,5,0,3,4,2,1,1,남혀성
896,20,Y,적음,1362,연구개발,10,1,의학,1,701,4,남자,32,3,1,분석가,3,미혼,1009,26999,1,Y,Y,11,3,4,80,0,1,5,3,1,0,1,1,전지하
897,33,Y,많음,1076,연구개발,3,3,생명과학,1,702,1,남자,70,3,1,분석가,1,미혼,3348,3164,1,Y,Y,11,3,1,80,0,10,3,3,10,8,9,7,전강지
898,35,N,없음,727,연구개발,3,3,생명과학,1,704,3,남자,41,2,1,연구원,3,결혼,1281,16900,1,Y,N,18,3,3,80,2,1,3,3,1,0,0,0,배전천
899,23,N,적음,885,연구개발,4,3,의학,1,705,1,남자,58,4,1,분석가,1,결혼,2819,8544,2,Y,N,16,3,1,80,1,5,3,4,3,2,0,2,임혀하
900,25,N,적음,810,판매,8,3,생명과학,1,707,4,남자,57,4,2,영업사원,2,결혼,4851,15678,0,Y,N,22,4,3,80,1,4,4,3,3,2,1,2,이성연
901,29,N,많음,806,연구개발,1,4,생명과학,1,710,2,남자,76,1,1,분석가,4,이혼,2720,18959,1,Y,N,18,3,4,80,1,10,5,3,10,7,2,8,전세역
902,48,N,적음,817,판매,2,1,마케팅,1,712,2,남자,56,4,2,영업사원,2,결혼,8120,18597,3,Y,N,12,3,4,80,0,12,3,3,2,2,2,2,김승하
903,37,N,적음,1225,연구개발,10,2,생명과학,1,715,4,남자,80,4,1,분석가,4,미혼,4680,15232,3,Y,N,17,3,1,80,0,4,2,3,1,0,0,0,정준하
904,50,N,적음,1207,연구개발,28,1,의학,1,716,4,남자,74,4,1,연구원,3,결혼,3221,3297,1,Y,Y,11,3,3,80,3,20,3,3,20,8,3,8,이태준
905,32,N,적음,929,판매,10,3,마케팅,1,722,4,남자,55,3,2,영업사원,4,미혼,5396,21703,1,Y,N,12,3,4,80,0,10,2,2,10,7,0,8,이영준
906,50,Y,많음,562,판매,8,2,기술학위,1,723,2,남자,50,3,2,영업사원,3,결혼,6796,23452,3,Y,Y,14,3,1,80,1,18,4,3,4,3,1,3,김의견
907,47,N,적음,703,판매,14,4,마케팅,1,728,4,남자,42,3,2,영업사원,1,미혼,4960,11825,2,Y,N,12,3,4,80,0,20,2,3,7,7,1,7,이경지
908,40,N,많음,580,판매,5,4,생명과학,1,729,4,남자,48,2,3,영업사원,1,결혼,10475,23772,5,Y,Y,21,4,3,80,1,20,2,3,18,13,1,12,류경하
909,53,N,적음,970,연구개발,7,3,생명과학,1,730,3,남자,59,4,4,연구 디렉터,3,결혼,14814,13514,3,Y,N,19,3,3,80,0,32,3,3,5,1,1,3,서주하
910,41,N,적음,427,인적자원,10,4,인적자원,1,731,2,남자,73,2,5,매니저,4,이혼,19141,8861,3,Y,N,15,3,2,80,3,23,2,2,21,6,12,6,박분제
911,60,N,적음,1179,판매,16,4,마케팅,1,732,1,남자,84,3,2,영업사원,1,미혼,5405,11924,8,Y,N,14,3,4,80,0,10,1,3,2,2,2,2,김전성
912,27,N,많음,294,연구개발,10,2,생명과학,1,733,4,남자,32,3,3,제조 디렉터,1,이혼,8793,4809,1,Y,N,21,4,3,80,2,9,4,2,9,7,1,7,정영운
913,41,N,적음,314,인적자원,1,3,인적자원,1,734,4,남자,59,2,5,매니저,3,결혼,19189,19562,1,Y,N,12,3,2,80,1,22,3,3,22,7,2,10,김지태
914,50,N,적음,316,판매,8,4,마케팅,1,738,4,남자,54,3,1,영업 담당자,2,결혼,3875,9983,7,Y,N,15,3,4,80,1,4,2,3,2,2,2,2,국태지
915,44,N,없음,381,연구개발,24,3,의학,1,744,1,남자,49,1,1,연구원,3,미혼,3708,2104,2,Y,N,14,3,3,80,0,9,5,3,5,2,1,4,서광하
916,30,N,적음,501,판매,27,5,마케팅,1,747,3,남자,99,3,2,영업사원,4,이혼,5304,25275,7,Y,N,23,4,4,80,1,10,2,2,8,7,7,7,민하하
917,29,N,적음,1396,판매,10,3,생명과학,1,749,3,남자,99,3,1,영업 담당자,3,미혼,2642,2755,1,Y,N,11,3,3,80,0,1,6,3,1,0,0,0,전혀균
918,42,Y,많음,933,연구개발,19,3,의학,1,752,3,남자,57,4,1,분석가,3,이혼,2759,20366,6,Y,Y,12,3,4,80,0,7,2,3,2,2,2,2,최긍분
919,43,N,많음,775,판매,15,3,생명과학,1,754,4,남자,47,2,2,영업사원,4,결혼,6804,23683,3,Y,N,18,3,3,80,1,7,5,3,2,2,2,2,남제석
920,23,N,적음,650,연구개발,9,1,의학,1,758,2,남자,37,3,1,연구원,1,결혼,2500,4344,1,Y,N,14,3,4,80,1,5,2,4,4,3,0,2,유준석
921,56,N,적음,832,연구개발,9,3,의학,1,762,3,남자,81,3,4,의료 담당자,4,결혼,11103,20420,7,Y,N,11,3,3,80,0,30,1,2,10,7,1,1,김봉하
922,29,N,적음,1090,판매,10,3,마케팅,1,766,4,남자,83,3,1,영업 담당자,2,이혼,2297,17967,1,Y,N,14,3,4,80,2,2,2,3,2,2,2,2,장성비
923,53,N,적음,346,연구개발,6,3,생명과학,1,769,4,남자,86,3,2,연구원,4,미혼,2450,10919,2,Y,N,17,3,4,80,0,19,4,3,2,2,2,2,한토기
924,32,N,많음,430,연구개발,24,4,생명과학,1,772,1,남자,80,3,2,연구원,4,결혼,5309,21146,1,Y,N,15,3,4,80,2,10,2,3,10,8,4,7,윤혀하
925,38,N,적음,268,연구개발,2,5,의학,1,773,4,남자,92,3,1,분석가,3,결혼,3057,20471,6,Y,Y,13,3,2,80,1,6,0,1,1,0,0,1,박성하
926,52,N,적음,621,판매,3,4,마케팅,1,776,3,남자,31,2,4,매니저,1,결혼,16856,10084,1,Y,N,11,3,1,80,0,34,3,4,34,6,1,16,조성우
927,33,Y,적음,527,연구개발,1,4,기타,1,780,4,남자,63,3,1,분석가,4,미혼,2686,5207,1,Y,Y,13,3,3,80,0,10,2,2,10,9,7,8,이성우
928,45,N,적음,954,판매,2,2,기술학위,1,783,2,남자,46,1,2,영업 담당자,3,미혼,6632,12388,0,Y,N,13,3,1,80,0,9,3,3,8,7,3,1,양성준
929,23,N,적음,310,연구개발,10,1,의학,1,784,1,남자,79,4,1,분석가,3,미혼,3505,19630,1,Y,N,18,3,4,80,0,2,3,3,2,2,0,2,정동영
930,34,N,적음,304,판매,2,3,기타,1,786,4,남자,60,3,2,영업사원,4,미혼,6274,18686,1,Y,N,22,4,3,80,0,6,5,3,6,5,1,4,윤성석
931,55,Y,적음,725,연구개발,2,3,의학,1,787,4,남자,78,3,5,매니저,1,결혼,19859,21199,5,Y,Y,13,3,4,80,1,24,2,3,5,2,1,4,김성우
932,36,N,없음,1434,판매,8,4,생명과학,1,789,1,남자,76,2,3,영업사원,1,미혼,7587,14229,1,Y,N,15,3,2,80,0,10,1,3,10,7,0,9,이성성
933,52,N,없음,715,연구개발,19,4,의학,1,791,4,남자,41,3,1,분석가,4,결혼,4258,26589,0,Y,N,18,3,1,80,1,5,3,3,4,3,1,2,배정하
934,26,Y,적음,1146,판매,8,3,기술학위,1,796,4,남자,38,2,2,영업사원,1,미혼,5326,3064,6,Y,N,17,3,3,80,0,6,2,2,4,3,1,2,한창사
935,27,N,많음,829,판매,8,1,마케팅,1,800,3,남자,84,3,2,영업사원,4,결혼,4342,24008,0,Y,N,19,3,2,80,1,5,3,3,4,2,1,1,이영연
936,30,N,적음,921,연구개발,1,3,생명과학,1,806,4,남자,38,1,1,연구원,3,결혼,3833,24375,3,Y,N,21,4,3,80,2,7,2,3,2,2,0,2,조효운
937,42,N,많음,570,연구개발,8,3,생명과학,1,809,2,남자,66,3,5,매니저,4,이혼,18430,16225,1,Y,N,13,3,2,80,1,24,4,2,24,7,14,9,김지제
938,23,Y,적음,1243,연구개발,6,3,생명과학,1,811,3,남자,63,4,1,연구원,1,결혼,1601,3445,1,Y,Y,21,4,3,80,2,1,2,3,0,0,0,0,양성규
939,24,N,없음,1092,연구개발,9,3,생명과학,1,812,3,남자,60,2,1,연구원,2,이혼,2694,26551,1,Y,N,11,3,3,80,3,1,4,3,1,0,0,0,이혀구
940,50,N,적음,691,연구개발,2,3,의학,1,815,3,남자,64,3,4,연구 디렉터,3,결혼,17639,6881,5,Y,N,16,3,4,80,0,30,3,3,4,3,0,3,이기지
941,33,N,적음,213,연구개발,7,3,의학,1,817,3,남자,49,3,3,연구 디렉터,3,결혼,11691,25995,0,Y,N,11,3,4,80,0,14,3,4,13,9,3,7,표장찬
942,29,N,적음,1252,연구개발,23,2,생명과학,1,824,3,남자,81,4,1,분석가,3,결혼,2700,23779,1,Y,N,24,4,3,80,1,10,3,3,10,7,0,7,김성수
943,58,Y,적음,286,연구개발,2,4,생명과학,1,825,4,남자,31,3,5,연구 디렉터,2,미혼,19246,25761,7,Y,Y,12,3,4,80,0,40,2,3,31,15,13,8,이기연
944,28,Y,적음,890,연구개발,2,4,의학,1,828,3,남자,46,3,1,분석가,3,미혼,4382,16374,6,Y,N,17,3,4,80,0,5,3,2,2,2,2,1,박태규
945,36,N,적음,1041,인적자원,13,3,인적자원,1,829,3,남자,36,3,1,인적자원,2,결혼,2143,25527,4,Y,N,13,3,2,80,1,8,2,3,5,2,0,4,천승하
946,40,N,많음,720,연구개발,16,4,의학,1,832,1,남자,51,2,2,연구원,3,미혼,5094,11983,6,Y,N,14,3,4,80,0,10,6,3,1,0,0,0,방상원
947,42,N,적음,933,연구개발,29,3,생명과학,1,836,2,남자,98,3,2,제조 디렉터,2,결혼,4434,11806,1,Y,N,13,3,4,80,1,10,3,2,9,8,7,8,정성하
948,38,N,많음,471,연구개발,12,3,생명과학,1,837,1,남자,45,2,2,의료 담당자,1,이혼,6288,4284,2,Y,N,15,3,3,80,1,13,3,2,4,3,1,2,윤전하
949,55,Y,적음,436,판매,2,1,의학,1,842,3,남자,37,3,2,영업사원,4,미혼,5160,21519,4,Y,N,16,3,3,80,0,12,3,2,9,7,7,3,천조하
950,43,N,적음,589,연구개발,14,2,생명과학,1,843,2,남자,94,3,4,연구 디렉터,1,결혼,17159,5200,6,Y,N,24,4,3,80,1,22,3,3,4,1,1,0,유연주
951,27,N,적음,269,연구개발,5,1,기술학위,1,844,3,남자,42,2,3,연구 디렉터,4,이혼,12808,8842,1,Y,Y,16,3,2,80,1,9,3,3,9,8,0,8,김경분
952,35,N,적음,950,연구개발,7,3,기타,1,845,3,남자,59,3,3,제조 디렉터,3,미혼,10221,18869,3,Y,N,21,4,2,80,0,17,3,4,8,5,1,6,이휘규
953,34,N,적음,829,인적자원,3,2,인적자원,1,847,3,남자,88,3,1,인적자원,4,결혼,3737,2243,0,Y,N,19,3,3,80,1,4,1,1,3,2,0,2,이재연
954,27,N,없음,443,연구개발,3,3,의학,1,850,4,남자,50,3,1,분석가,4,결혼,1706,16571,1,Y,N,11,3,3,80,3,0,6,2,0,0,0,0,김방균
955,44,N,적음,625,연구개발,4,3,의학,1,852,4,남자,50,3,2,의료 담당자,2,미혼,5933,5197,9,Y,N,12,3,4,80,0,10,2,2,5,2,2,3,서종운
956,25,N,적음,180,연구개발,2,1,의학,1,854,1,남자,65,4,1,분석가,1,미혼,3424,21632,7,Y,N,13,3,3,80,0,6,3,2,4,3,0,1,심동준
957,33,N,적음,586,판매,1,3,의학,1,855,1,남자,48,4,2,영업사원,1,이혼,4037,21816,1,Y,N,22,4,1,80,1,9,5,3,9,8,0,8,김하하
958,36,N,적음,928,판매,1,2,생명과학,1,857,2,남자,56,3,2,영업사원,4,결혼,6201,2823,1,Y,Y,14,3,4,80,1,18,1,2,18,14,4,11,박정연
959,32,N,적음,117,판매,13,4,생명과학,1,859,2,남자,73,3,2,영업사원,4,이혼,4403,9250,2,Y,N,11,3,3,80,1,8,3,2,5,2,0,3,정희운
960,30,N,많음,1012,연구개발,5,4,생명과학,1,861,2,남자,75,2,1,분석가,4,이혼,3761,2373,9,Y,N,12,3,2,80,1,10,3,2,5,4,0,3,박대운
961,45,N,적음,930,판매,9,3,마케팅,1,864,4,남자,74,3,3,영업사원,1,이혼,10761,19239,4,Y,Y,12,3,3,80,1,18,2,3,5,4,0,2,서몽지
962,37,N,적음,342,판매,16,4,마케팅,1,868,4,남자,66,2,2,영업사원,3,이혼,6334,24558,4,Y,N,19,3,4,80,2,9,2,3,1,0,0,0,배성하
963,28,N,적음,1169,인적자원,8,2,의학,1,869,2,남자,63,2,1,인적자원,4,이혼,4936,23965,1,Y,N,13,3,4,80,1,6,6,3,5,1,0,4,권성하
964,22,N,적음,1230,연구개발,1,2,생명과학,1,872,4,남자,33,2,2,제조 디렉터,4,결혼,4775,19146,6,Y,N,22,4,1,80,2,4,2,1,2,2,2,2,이군운
965,44,N,적음,986,연구개발,8,4,생명과학,1,874,1,남자,62,4,1,연구원,4,결혼,2818,5044,2,Y,Y,24,4,3,80,1,10,2,2,3,2,0,2,김혀비
966,42,N,많음,1271,연구개발,2,1,의학,1,875,2,남자,35,3,1,분석가,4,미혼,2515,9068,5,Y,Y,14,3,4,80,0,8,2,3,2,1,2,2,이재원
967,36,N,적음,1278,인적자원,8,3,생명과학,1,878,1,남자,77,2,1,인적자원,1,결혼,2342,8635,0,Y,N,21,4,3,80,0,6,3,3,5,4,0,3,이태석
968,25,N,적음,141,판매,3,1,기타,1,879,3,남자,98,3,2,영업사원,1,결혼,4194,14363,1,Y,Y,18,3,4,80,0,5,3,3,5,3,0,3,유의하
969,32,N,없음,300,연구개발,1,3,생명과학,1,882,4,남자,61,3,1,연구원,4,이혼,2314,9148,0,Y,N,12,3,2,80,1,4,2,3,3,0,0,2,임승하
970,25,N,적음,583,판매,4,1,마케팅,1,885,3,남자,87,2,2,영업사원,1,결혼,4256,18154,1,Y,N,12,3,1,80,0,5,1,4,5,2,0,3,최동찬
971,24,N,없음,1269,연구개발,4,1,생명과학,1,888,1,남자,46,2,1,연구원,4,결혼,3162,10778,0,Y,N,17,3,4,80,0,6,2,2,5,2,3,4,신준하
972,32,N,많음,379,판매,5,2,생명과학,1,889,2,남자,48,3,2,영업사원,2,결혼,6524,8891,1,Y,N,14,3,4,80,1,10,3,3,10,8,5,3,신혀미
973,38,N,적음,395,판매,9,3,마케팅,1,893,2,남자,98,2,1,영업 담당자,2,결혼,2899,12102,0,Y,N,19,3,4,80,1,3,3,3,2,2,1,2,손동엉
974,31,N,적음,1222,연구개발,11,4,생명과학,1,895,4,남자,48,3,1,분석가,4,결혼,2356,14871,3,Y,Y,19,3,2,80,1,8,2,3,6,4,0,2,이찬하
975,53,N,적음,868,판매,8,3,마케팅,1,897,1,남자,73,3,4,영업사원,4,결혼,11836,22789,5,Y,N,14,3,3,80,1,28,3,3,2,0,2,2,김승이
976,35,N,적음,672,연구개발,25,3,기술학위,1,899,4,남자,78,2,3,제조 디렉터,2,결혼,10903,9129,3,Y,N,16,3,1,80,0,16,2,3,13,10,4,8,김저제
977,37,N,없음,1252,판매,19,2,의학,1,904,1,남자,32,3,3,영업사원,2,미혼,7642,4814,1,Y,Y,13,3,4,80,0,10,2,3,10,0,0,9,박당유
978,50,N,없음,881,연구개발,2,4,생명과학,1,905,1,남자,98,3,4,매니저,1,이혼,17924,4544,1,Y,N,11,3,4,80,1,31,3,3,31,6,14,7,손성준
979,33,N,적음,1075,인적자원,3,2,인적자원,1,910,4,남자,57,3,1,인적자원,2,이혼,2277,22650,3,Y,Y,11,3,3,80,1,7,4,4,4,3,0,3,김주윤
980,32,Y,적음,374,연구개발,25,4,생명과학,1,911,1,남자,87,3,1,연구원,4,미혼,2795,18016,1,Y,Y,24,4,3,80,0,1,2,1,1,0,0,1,김상성
981,44,N,적음,661,연구개발,9,2,생명과학,1,913,2,남자,61,3,1,분석가,1,결혼,2559,7508,1,Y,Y,13,3,4,80,0,8,0,3,8,7,7,1,박재수
982,28,N,적음,821,판매,5,4,의학,1,916,1,남자,98,3,2,영업사원,4,미혼,4908,24252,1,Y,N,14,3,2,80,0,4,3,3,4,2,0,2,최건하
983,58,Y,많음,781,연구개발,2,1,생명과학,1,918,4,남자,57,2,1,연구원,4,이혼,2380,13384,9,Y,Y,14,3,4,80,1,3,3,2,1,0,0,0,염태석
984,36,N,적음,1425,연구개발,14,1,생명과학,1,924,3,남자,68,3,2,의료 담당자,4,결혼,6586,4821,0,Y,Y,17,3,1,80,1,17,2,2,16,8,4,11,한미타
985,39,Y,적음,1122,연구개발,6,3,의학,1,932,4,남자,70,3,1,연구원,1,결혼,2404,4303,7,Y,Y,21,4,4,80,0,8,2,1,2,2,2,2,이운하
986,34,N,적음,546,연구개발,10,3,생명과학,1,934,2,남자,83,3,1,연구원,2,이혼,2008,6896,1,Y,N,14,3,2,80,2,1,3,3,1,0,1,0,김세요
987,33,N,적음,1198,연구개발,1,4,기타,1,939,3,남자,100,2,1,분석가,1,미혼,2799,3339,3,Y,Y,11,3,2,80,0,6,1,3,3,2,0,2,임지원
988,31,N,적음,154,판매,7,4,생명과학,1,941,2,남자,41,2,1,영업 담당자,3,결혼,2329,11737,3,Y,N,15,3,2,80,0,13,2,4,7,7,5,2,김우순
989,48,N,적음,1469,연구개발,20,4,의학,1,945,4,남자,51,3,1,분석가,3,결혼,2259,5543,4,Y,N,17,3,1,80,2,13,2,2,0,0,0,0,최지운
990,36,N,적음,188,연구개발,7,4,기타,1,949,2,남자,65,3,1,분석가,4,미혼,4678,23293,2,Y,N,18,3,3,80,0,8,6,3,6,2,0,1,정상하
991,25,Y,적음,867,판매,19,2,마케팅,1,952,3,남자,36,2,1,영업 담당자,2,결혼,2413,18798,1,Y,Y,18,3,3,80,3,1,2,3,1,0,0,0,김미미
992,40,N,적음,658,판매,10,4,마케팅,1,954,1,남자,67,2,3,영업사원,2,이혼,9705,20652,2,Y,N,12,3,2,80,1,11,2,2,1,0,0,0,안지영
993,26,N,많음,1283,판매,1,3,의학,1,956,3,남자,52,2,2,영업사원,1,미혼,4294,11148,1,Y,N,12,3,2,80,0,7,2,3,7,7,0,7,손정유
994,41,N,적음,263,연구개발,6,3,의학,1,957,4,남자,59,3,1,연구원,1,미혼,4721,3119,2,Y,Y,13,3,3,80,0,20,3,3,18,13,2,17,심예년
995,36,N,적음,938,연구개발,2,4,의학,1,958,3,남자,79,3,1,연구원,3,미혼,2519,12287,4,Y,N,21,4,3,80,0,16,6,3,11,8,3,9,조승석
996,19,Y,적음,419,판매,21,3,기타,1,959,4,남자,37,2,1,영업 담당자,2,미혼,2121,9947,1,Y,Y,13,3,2,80,0,1,3,4,1,0,0,0,김재견
997,20,Y,적음,129,연구개발,4,3,기술학위,1,960,1,남자,84,3,1,연구원,1,미혼,2973,13008,1,Y,N,19,3,2,80,0,1,2,3,1,0,0,0,이연준
998,40,N,많음,1469,연구개발,9,4,의학,1,964,4,남자,35,3,1,분석가,2,이혼,3617,25063,8,Y,Y,14,3,4,80,1,3,2,3,1,1,0,0,이후하
999,36,Y,적음,530,판매,3,1,생명과학,1,967,3,남자,51,2,3,영업사원,4,결혼,10325,5518,1,Y,Y,11,3,1,80,1,16,6,3,16,7,3,7,유관하
1000,37,Y,적음,625,판매,1,4,생명과학,1,970,1,남자,46,2,3,영업사원,3,결혼,10609,14922,5,Y,N,11,3,3,80,0,17,2,1,14,1,11,7,윤지성
1001,45,N,없음,805,연구개발,4,2,생명과학,1,972,3,남자,57,3,2,연구원,2,결혼,4447,23163,1,Y,N,12,3,2,80,0,9,5,2,9,7,0,8,차미이
1002,52,N,적음,1053,연구개발,1,2,생명과학,1,976,4,남자,70,3,4,매니저,4,결혼,17099,13829,2,Y,N,15,3,2,80,1,26,2,2,9,8,7,8,김해하
1003,58,Y,적음,289,연구개발,2,3,기술학위,1,977,4,남자,51,3,1,분석가,3,미혼,2479,26227,4,Y,N,24,4,1,80,0,7,4,3,1,0,0,0,김상재
1004,53,N,적음,1376,판매,2,2,의학,1,981,3,남자,45,3,4,매니저,3,이혼,14852,13938,6,Y,N,13,3,3,80,1,22,3,4,17,13,15,2,윤운영
1005,30,N,적음,231,판매,8,2,기타,1,982,3,남자,62,3,3,영업사원,3,이혼,7264,9977,5,Y,N,11,3,1,80,1,10,2,4,8,4,7,7,양예하
1006,35,N,적음,882,판매,3,4,생명과학,1,984,4,남자,92,3,3,영업사원,4,이혼,7823,6812,6,Y,N,13,3,2,80,1,12,2,3,10,9,0,8,이지규
1007,39,N,적음,903,판매,2,5,생명과학,1,985,1,남자,41,4,3,영업사원,3,미혼,7880,2560,0,Y,N,18,3,4,80,0,9,3,3,8,7,0,7,이동우
1008,47,N,많음,1379,연구개발,16,4,의학,1,987,3,남자,64,4,2,제조 디렉터,3,이혼,5067,6759,1,Y,Y,19,3,3,80,0,20,3,4,19,10,2,7,김재웅
1009,36,N,없음,1229,판매,8,4,기술학위,1,990,1,남자,84,3,2,영업사원,4,이혼,5079,25952,4,Y,N,13,3,4,80,2,12,3,3,7,7,0,7,이승연
1010,31,Y,없음,335,연구개발,9,2,의학,1,991,3,남자,46,2,1,분석가,1,미혼,2321,10322,0,Y,Y,22,4,1,80,0,4,0,3,3,2,1,2,정미유
